actual,Orginal_text,predicted,explanation,is_valid_json
2,"I don't know why Sunset Clothing Exchange moved from it's way bigger digs at Southern & McClintock.. but I guess they wanted to be right next door to Buffalo Exchange...

Anyway, this store is very take-or-leave it. If you are going to BE, stop by there, but I wouldn't go out of your way. I did buy 3 kick ass vintage dresses on a fluke once... and they have really cool art on the walls from local artists, including art by my bud Wiley. I think this place has good, if not great intentions - but just doesn't have the purchasing power to keep the store fully stocked/ or interesting.",3,"The reviewer had a positive experience with the store's selection, including some great vintage finds, but was disappointed with the overall inventory and lack of purchasing power, resulting in a mediocre rating.",True
2,"Gary Betz, DDS with Southwest Dental Group in Phoenix (Ahwatukee)
Dr. Betz was nice, but the office...well it seemed to be the unfriendliest, coldest dental office I've ever been to (out of 6-7 in my lifetime). I used to complain that dentists' offices were too full of perky, chatty, overly friendly clones, but now I miss those offices. I saw nary a smile or warm greeting - businesslike efficiency seems to be the norm here. Dr. Betz was friendly and smiled, however. No complaints about him, other than my feeling that everything was rushed. We didn't go over my history or much of anything, but we'll see if the next visit is better. 
Postscript: After getting home from this appt. and reading the horror stories on various review sites relating to ALL Southwest Dental offices, I changed my designated dentist and went to Foothills Smiles instead. Please see my review of Foothills Smiles on Ray Rd.",2,"The reviewer was generally unhappy with the office's service, citing unfriendliness, coldness, and a rushed atmosphere, but the dentist himself was nice and friendly.",True
2,"Save your money and go to Kyoto Bowl. Our waiter gaves us our metal bowls and then coddled my family like we're children. They have all the waiters follow us to get in line for the self-service buffet. They stand there like if you get out of line, you're bad. Weird...During this time, the waiter goes on and on about their food and what they have. Then when you get to the buffet, the choices are very limited and the food is so full of fluff you don't get to put much food in. Some of it is meant to be like sushi, uncooked, but since you put it in a bowl, it gets cooked with everything else. Oh yeah, and the place is loud. You'll have to sit elbow to elbow to hear your family. The novelty about this place is that you can watch the cooks cook your dismal amount on an open fire oven. That's the coolest thing about this place. They serve it in these trendy lopsided bowls. At this point, the food has really shrunk. The food is tasteless. Anyways, they give you the bill and even though somebody else paid for my bill, I was shocked by the price ~ $10 a bowl. If I had $10, I'd rather go to Taco Bell.",1,"The reviewer was severely disappointed with the service, food quality, and overall experience at Kyoto Bowl. They cited numerous issues, including a condescending waiter, limited buffet options, and high prices, concluding that the experience was inferior to going to Taco Bell.",True
2,"So even after staying here, I still don't know the real name of the hotel! It's something like Hotel Tempe/ Airport Inn-- InnSuites... with the word Boutique thrown in there somewhere.  But, the hotel is NOT boutique... at all. 

The price was great--as was its proximity to places of interest--and this is why we stayed here. But the free internet and breakfast was not worth the inexpensive price. I would definitely pay more to stay at a nicer place that feels a lot safer. The hotel is neighboring a strip club and the acoustics are terrible. We experienced this fully when our neighbors next door got into a huge verbal altercation at 5:00 AM, where the police were called :( not fun. 

The staff are friendly, but the hotel feels like it is under new management or still opening as everything is very unorganized and unfinished.  The lady would not give me a printed receipt for our stay. Another example: they have microwaves in the rooms, but not microwaves safe plates to use. A little strange? There is a Residence Inn down the street with similar amenities that I would be willing to try if I am in the area again.",2,"Poor hotel with low-end amenities, safety concerns, and unorganized management, outweighed only by a good price and location.",True
2,Seriously the most pathetic burger I've had.... ever? On the level of a Burger king or the like. With tip I paid $15 for the burger and fries. What a waste - and they even managed to get the order wrong. A buffalo burger that had no buffalo sauce on it. When I told the waiter he made up for it by bringing a little cup of sauce. Oi... pathetic.,1,"The reviewer was extremely dissatisfied with the burger, citing it as one of the worst they've had, comparing it to a lower-end fast food chain. They also experienced issues with their order, including an incorrect preparation and a perceived lack of effort to rectify the issue.",True
2,"No offense to locals, because Glendale ""Glitters"" with ""Chocolate"" downtown, but this mall hastily developed around the silver Jiffy Popcorn pan  that is University of Phoenix Stadium (misnomer, it is for the professional football team, the Arizona Cardinals, named after the omnipresent UofP distance learning and professional college, ala National University) and the Jobing.com (local based employment dot com) Arena (home to the NHL Coyotes) is really just a North Snobsdale (aka Scottsdale, Snotsdale, She'sGotTail) Kierland Commons Wannabee Mall!

It is 4 stories high, shaped like a football and stadium, with huge billboards facing into the 2 water fountains, its only redeeming value.

It is populated with typical Scottsdale type restaurants....Big on decor, small on taste, with chain restaurants peddling Chef/Designer highly stacked fusion flavors masking average casual food for a larger tab per serving. 

Even the hords of young, large bossomed hostesses, bartenders and waitresses in black t-shirts are the attractions that were first ubiquitous in Scottsdale, then downtown Phoenix around the Diamondback Stadium, has now moved to the west side of the Valley! Margarittaville, Johnny Rockets, Fox Sports Grill, Kabuki Japanese...all formula chains for the average masses who think they are getting something special, but aren't. 

Meanwhile, the Superbowl early this year, the reason why this complex was completed (and for the new football Stadium) has come and gone, the housing boom has collapsed, and the westside house prices have dropped 30 - 40%. Consequently, within a couple of blocks, the luxury condos are being auctioned off, the Westgate Offices atop the stores are empty, and so are the new office buildings. 
The anchor Hotel the Renassaince, also a Westin of Kierland  poser, is nicely lit but largely empty. There is a conference center attached, so it might get some occupancy other than Football season weekends, but the Homewood Suites nearby has got to be a summer bargain hotel.

This is classic Valley gaudiness at its worst. And it is set conveniently off the Loop 101 at Glendale Road near the Agua Fria riverbed, but otherwise it is a vast open field of former farm land. Still, it is the only decent mall within miles, so it is a beacon for the young and bored westsiders looking for something besides their quiet bedroom communities of strip malls and convenience stores.",2,"The reviewer dislikes this mall due to its gaudy design, expensive and unimpressive restaurants, and empty stores and office buildings despite its recent construction. The reviewer considers it a symbol of Valley gaudiness and describes it as a beacon for bored young people, but otherwise has negative opinions.",True
2,"I've always been a fan of the Dilly Bird, it's just a delicious sandwich... I can't speak for all locations but the one in Mesa off of Southern was a real disappointment the other night.  I waited almost 30 minutes for a cold turkey sandwich!  After working all day and sitting in traffic for an hour the last thing I want to do is sit in a fast food joint for that long, especially when all the ""kids"" behind the counter are messing around talking about their homework and girlfriends or boyfriends and not working.  I have been going to this location for a dilly bird for longer than I can remember, but unfortunately I will not be returning any time soon unless someone can guarantee I wont have to sit and listen to teenagers for a half hour while I wait for a cold sandwich.",2,"The customer had a long wait time, and observed immature behavior from staff members, which led to their disappointment and decision not to return.",True
2,"I'd characterize myself as a Pho Ho (I know that doesn't rhyme) so this rating is going to be lower than what other people may thing simply because my standards for Pho are snobbishly high.

A very cute place, the decor and ambiance seems built very much upon the words ""serenity"" and ""harmony"", which is great, but as you might tell with the tone of this post, comes off a little corny.

That said, the food here is not too bad.  For lunch, it's a decently priced meal for a lot of grub.

I got the Shrimp & Pork Spring Rolls and the Pho (which they call Beef Noodles I believe).  

My first impression unfortunately when the app came out was that the Spring Rolls used iceberg lettuce instead of basil or mint or a more dark green leafy green.  The iceberg lettuce gave the Spring Rolls a cheaper feel that I didn't really enjoy.

The Pho was better though they seemed quite stingy on the accoutrement, as I got two jalapeno slices and a sorry looking stem of basil.  In addition, the thin slices of beef were definitely overcooked and tasted not unlike a sponge.  But the noodles themselves were solid and the broth with a little Sriracha got my blood and tastebuds pumping.

I don't know if I'll come back but I would say for lunch, this place is not a bad place to introduce somebody to Vietnamese food.",3,"The reviewer had high expectations for the Pho, but was disappointed with the use of iceberg lettuce in the Spring Rolls and the overcooked beef in the Pho. However, the noodles and broth were satisfying, making it a decent option for introducing others to Vietnamese food.",True
2,"""Honey I Shrunk the Lunch Specials and the Restaurant, too!"" is more apropos of a name for Thai Basil. Now don't get me wrong, I like Thai Basil.  The food is decent and the interior is nice, but the tables/diners seem to be squished elbow-to-elbow New York style. Spartan, but slightly upscale, this restaurant ALWAYS seems to have a wait.  

The yellow curry here is my favorite with a delicious balance of coconut, spice, carrots chicken and potatoes.  I can't ever seem to get enough, and I really mean that.  The portions here are small, and while lunch portions are expectedly small, portions elsewhere (at Chanpen Thai, for example) are larger and less expensive. Elsewhere the Thai BBQ chicken comes with 1/2 a chicken, but at Thai Basil they give you three lonely strips like cheapos!  The massaman curry and pad thai are pretty good too, but I feel they're just OK.  I've had better.

Service is hit or miss here.  One thing that's consistent: they always seem to be understaffed. Once when I was dining alone (at a 4-person table) they had the nerve to ask me to move while in the middle of eating, to a 2-person table. 

To me, Thai Basil is style over substance.  Not impressed.  Next.",2,"Decent food and nice interior, but small portions, annoying service, and a wait are major drawbacks, making this a subpar dining experience.",True
2,"I'm generally very fond of Rubio's, but this location just isn't up to snuff. The food is good, but somehow not quite as good as other locations (it doesn't seem as fresh). The restaurant isn't as clean as it should be, the tables are always kind of sticky, and the restroom... well, it smells like swamp gas (and not just once). Also some of the seats are town and have been ""repaired"" with large amounts of tape (the tape is worn and sticky and if you're a dude wearing shorts, it will pull the hair right off your leg!) ...To be fair, I guess it could pull the hair off a non-dude's leg too, but let's just not go there.",2,"Mixed feedback, with complaints about the cleanliness and maintenance of the restaurant, but praise for the taste of the food",True
2,"My bf and I drove in from ""the city"" lol and met some friends here for brunch.  We didnt have to wait long to get seated which was great.  The waitress came and took our drink order and right away she didnt seem too thrilled.  So I ordered an omelet and asked for turkey sausage instead of the toast or pancakes it came with, she looked at me like I was asking for a cure to cancer and proceeded to tell me that I would have to be charged full-price.  Well duh, I kinda figured and since I asked it was probably ok.  Needless to say, we waited 30 mins to get our food, which we had to ask her for.  My omelet was cold, I didnt get the turkey sausage I had ordered but she did add it to the check.  Thank god we had a groupon or else it would have been a total loss.  The Breakfast Club in Old Town is better!",1,"Poor service, cold food, and incorrect order, making for a disappointing experience",True
2,"I was really looking forward to eating here because I had read good reviews. Maybe we went on a bad day. They were very slow but it took way too long to get our food and they screwed up my friends order. I got a chicken, carne asada and fish taco. The Chicken was the best. I didn't care for the carne asada or the fish. Guedos fish tacos are far superior. I don't think that we will return to Elmer's with all the great Mexican food choices in the area. Sorry.",2,"The reviewer had a disappointing experience due to slow service and incorrect orders, with only the chicken being a highlight. They also unfavorably compared Elmer's to another Mexican restaurant, implying that it doesn't meet their expectations.",True
2,I love the cornbread and butter but the rest can do without. The plates are so huge and super sloppy. The lettuce wraps are no good!  I did like our waitress but the bar tender with blonde hair was supper bitchy to the other staff it was annoying.,2,"The reviewer enjoyed the cornbread and butter, but was disappointed with the rest of the meal, including the huge and sloppy plates and the lettuce wraps. The one redeeming quality is the friendly waitress, but the negative experience with the bar tender's behavior also detracts from the overall score.",True
2,"The place was pretty busy when my husband and I visited one night. 
The decor was ok but very kitschy.
My husband and I split the pear salad although the pears were the ones out of a can. 
The special that night was beef cheeks which if you are familiar and like them, they can be amazing. But I could barely find them on the plate because they were drowned in a heavy overpowering sauce.
My husband had the lasagna which was decent and I honestly had more of that then my entree.
For what we had, it was totally overpriced. I could imagine Olive Garden would be just as good.",2,"The reviewer was not impressed with the experience, citing overpricing and underwhelming food quality. The decor was also deemed kitschy, but not a major issue.",True
2,"BLAH is really all I can think of.  Blah, Blah, Blah.

Everything tasted the same.  Everything!  I got an open chicken burrito which is basically a burrito in a bowl, opened.  It had chicken, rice, cheese, peppers, onions and the shell.  

I ate a piece of chicken, tasted like the grill.  I ate some rice, tasted like the **Burnt** grill. I ate an onion, tasted like the grill.  I are a pepper, tasted like the grill.  I ate the cheese, tasted like a burnt grill with cheese on top. 

YUCK!  I ate about 4 forks full and was so disgusted I had to chuck it.

Fail of an airport dinner to the max!",1,"The reviewer was extremely dissatisfied with the food, describing it as tasting overwhelmingly like the grill, with some items having a burnt flavor. They were disgusted and only managed to eat a small portion before deciding to discard the rest.",True
2,"Went here about two months ago and am only now getting around to reviewing it. I think that should stand for something in terms of my experience there.

The service was ridiculous. If one is going to charge the prices they charge for regular Americanized asian food... at LEAST make sure the menus you hand people are clean. Or your plates for that matter. Or silverware. Seriously! Did EVERYTHING have to be covered in grit or a mysterious sticky substance?

Next up... the menu. Not everyone eats meat. How about a little more choices for us who prefer tofu over dead animal?

I ordered the Coconut Curry Vegetables. Bland bland bland. I've had more flavor out of an unseasoned packet of ramen. And would it kill them to actually put some tofu on the plate?

I guess I just don't understand the hype. The prices are ridiculous for the quality received. You're better off going to some little hole in the wall place where the food actually tastes like food and not reheated leftovers.",1,"The reviewer was extremely dissatisfied with the service, menu, order quality, and overall value for money, using strong language and emphasizing the poor cleanliness and offered experience.",True
2,"This place is great - IF YOU LIKE TO BE IN A SNOBBY ENVIRONMENT!  There are not too many places that I've been to that are more hype than anything.  But this is one of them.  When you try to go to THE PINK TACO, it's impossible to find a parking space.  Once you make your way to the front, the hostess is always too busy texting her friends than interested in helping the customer!!  If you are lucky enough to find a seat at the bar, you better have a rolex watch on or you will not be served quickly.  Either that, or you better be a Hugh Heffner spouse.  I tried the burrito and was grossed out by how rubbery it was.",1,"The reviewer mentions several negative experiences, including difficulty finding parking, slow service, and unsatisfactory food quality, indicating a low rating.",True
2,burgers were terribly unoriginal.  french fries came strait out of the safeway freezer section.  the guy working was so hungover it was kind of sad to watch.,1,"The reviewer was extremely dissatisfied with the food creativity, quality of ingredients, and server's condition, indicating a very poor overall experience.",True
2,"This location is a glorified garage sale. It smells and nobody speaks English. Children are running free pulling clothes off racks and smashing into people. 

If you are lucky, you can find shoes, but I have never found jack shit for clothes.

Go upstairs to Marshall's and spare yourself.",1,"Reviewer had a poor experience with a dirty, disorganized, and unhelpful atmosphere, with poor customer service and low expectations for finding quality clothing. They explicitly recommend avoiding the location and instead opting for a competitor.",True
2,"Can't remember the last time I was at a Hard Rock Cafe. This visit was only memorable for 1) Amanda Peachey's gorgeous face and voice 2) the jungle like humidity inside the place.

Our servers were attentive. Our drinks were frequently refilled. But it's just not as ""hard rock"" when it's so family friendly. It's a very small space, and being in downtown Phoenix on a Saturday night in summer, it was sparsely populated as well. 

Maybe I'm missing the point, but overpriced drinks and signed guitars on the walls do not bang my shutters.",2,"The reviewer found the service to be attentive and drinks to be well-refilled, but was disappointed with the lack of a 'hard rock' atmosphere and the overpriced drinks.",True
2,"Love the charm of the place. I only wish they had a burger that did not taste as if it were boiled. And yes, I tried this place a couple times wanting to like it.",3,"The reviewer appreciates the charm of the place but is disappointed with the burger quality, which suggests a mediocre experience. ",True
2,In my ongoing search for great Chinese food in Phoenix this place is a speed bump,2,"The reviewer found this place to be a hinderance to their search for great Chinese food, indicating a mediocre experience.",True
2,"2.5, just not enough to give it three. 

Food was just OK and they ran out of ahi tuna by 9pm! 

They have happy hour all night (pretty good specials too) but they close SO early (10pm last call on Sunday)!",2,"Disappointing food experience, particularly running out of key item ahi tuna, outweighed benefits of happy hour specials and late closing times.",True
2,"I have to admit that I can't stop going to Carly's even though I KNOW I shouldn't!  

Good:  I can't get enough of the Cape Cod salad! It is really somethin' special, that ain't no lie.  Also the soup is always flavorful.

Bad: Has nothing to do with the food. It is all about the atmosphere, which is oppressive in an I'm-so-unique-and-talented-and-you-are-smelly-dung sort of way. Staff is pretentious and lazy. They think they must be pretty lofty individuals for working there but that doesn't mean they LIKE to work, for god's sake....  The owner. She is somewhat friendly, but beware. She is the person who created this environment, and it becomes easy to believe once she starts bragging about how well-off she is.  So congratulations everyone! We support these immature little weasels who scorn this gross human ritual we indulge ourselves in: being a customer, AND apparently we have made the owner a rich woman but shhhhhh! She's still the kewlest of the kewl.

UPDATE: Received an annoying email from the owner (the husband) who instructed me give "" *constructive criticism* "" and not make a personal attack or be petty. My review was neither of those things. I do not know John, nor do I know Carla. I only know what I experience when I have lunch at their place of business. The staff was rude and lazy. The owner DID brag. The food I always order is good. Get a grip buddy.

I was honest about my experience for OTHER PEOPLE who are considering spending their cash on food there.  I am not in the least concerned about the owners or the staff personally, but apparently John thinks I ought to be.  I ought to see how great Carla is. In fact, he goes into detail about how great Carla is.  It's nice to witness a man standing up for his lady. It would almost cause me to add a star up there, but sorry, no can do.  His improper use of the possessive apostrophe SEVERAL times canceled that out (okay, now that was petty -my bad).  

I'd advise John to concentrate on things other than trolling around yelp, chastising his own customers, whose business supports that fancy paint and the famously zombie-like staff.  Maybe the staff is just following John's lead when they don't focus on creating a positive experience for their customers?

Honestly, I remain puzzled as to why John would bother to bother me.  I go into a small restaurant to find the owner bragging. That is part of my experience and I will continue to post reviews featuring owners, and how they carry themselves.

As for the ""personal attack"" on Carla, I will not retract what I said just because John is butthurt and whines about it. I will say this: Carla has probably been in the restaurant several of the many times I have dined there, but I perceived the bragging only one time. I doubt anyone who read my review would label this person a braggart based on that one experience of mine, and as I said before- it did not and would not stop me from going back.

I will be back. I will order the food and enjoy the food, but since that's not the only part of the dining experience, I will tolerate the negative things because the food I regularly order is consistently good.",3,"The reviewer had a good experience with the food, but was turned off by the pretentious and lazy staff, as well as the oppressive atmosphere created by the owner's bragging about their success.",True
2,"I may make a few enemies in writing this review, and I may even get kicked out of Tempe completely, but seriously, Four Peaks is not the love of my life. Granted, I don't care for beer, so this is more or less a review of the food, atmosphere, and non-beer-like drinks. I have been here a few times with the husband (he loves it here) and I just don't get the hype. The food is bar food. Straight up bar food. I like the outdoor seating much better than indoor. Inside the place feels a little dreary, much like many bars I have encountered. The servers are friendly enough, although sometimes the service is a little slow. I get something different to eat every time, which if you know me, is not a good thing. When I like something, I get it every visit, but here, I am just searching for something - anything - that I like enough to order next time. Sigh. I know I'll be back, and I can't say I dread coming here - I usually have fun. I just feel like there are many places I'd rather spend my money on.",2,"The reviewer had a lukewarm experience, citing 'bar food' and a lack of enthusiasm for the establishment. While they acknowledge the friendly servers and some enjoyable moments, their overall tone suggests a mediocre rating. ",True
2,I don't get what people like about this place. It's generally crowded with rushed service and the food has yet to impress. I've tried at least twice -- maybe I'm ordering wrong but I really just don't get it...,2,"The reviewer is dissatisfied with the service and food at the establishment, mentioning overcrowding, rushed service, and unimpressive cuisine. They've made multiple attempts, but haven't been impressed.",True
2,"The only reason this place isn't getting one star is because the last time I went the chips and bean dip really satisfied the fact that I hadn't eaten all day.  Too bad the enchiladas sucked (thick, soggy tortillas???? and beef with too much black pepper???????), the rice sucked, and even the cheese on top of my refried beans sucked.",1,"The reviewer heavily criticized multiple aspects of their experience, including food quality and preparation, and only noted a positive aspect to soften their criticism.",True
2,"I used to be an avid shopper/seller at Buffalo Exchange. As I work at a boutique, it was nice that I could bring in brand-name merchandise and get cash for it when I needed it. The majority of the staff knew me and were always very friendly. I don't know if it's new managment or new policies but things have definitely changed around there. After yesterday's experience, I will definitely be taking my clothing somewhere else. First of all, the service took way too long. Secondly, the ""buyer trainee"" was unsure on about every single item I had brought in and priced a couple like-new $120-130 tshirts at about $20. The attitude of the staff is quite off-putting and it kind of makes it seem like it's such a task. However, they red-haired girl who was working by the fitting rooms was very friendly & helpful. I don't mean to sound like a hater, but as I was quite a loyal customer it was  quite a disappointment, especially in this economic crisis where customer service has never been more important than for those who work in retail.",2,"Poor service experience due to long wait times and unfriendly staff, except for one exception, with quoted low prices for high-value items, resulting in a disappointing experience for a previously loyal customer",True
2,"After reading all the raves about the green chili mac & cheese it was a must have - and then immediate regret. The green chilies were chewy and not peeled properly and the cheese in the mac was grainy and gritty. Yuck. Mac & cheese is by definition...cheesy and smooth. Not this. Horrible. The good side was the pulled pork sandwich and the hot BBQ was pretty darn good. All in all when I want good BBQ my choice would be Honey Bears first. But if I'm hard up and just gotta have some BBQ, I would consider Andrew's again.",2,"The reviewer was disappointed with the green chili mac & cheese due to its texture issues (chewy chilies, grainy cheese), but had more positive experiences with other menu items (pulled pork sandwich, hot BBQ)",True
2,"Your typical Tempe boozatorium.

It has a generic and unmemorable name likely because the name describes everything about this place.

If you wander into it, you won't remember much more than that.",2,"The reviewer expresses strong disappointment and describes the bar as 'typical' and 'unmemorable', implying a lack of distinctiveness and negative experience.",True
2,"Great margaritas, but kinda pricy for what they have. Their food isn't all that special :(",3,The reviewer had a positive experience with the margaritas but was disappointed with the food and perceived value,True
2,"After vine expressions closed many of us have tried this place.  I like new things and love different types of cuisine but this place doesn't hit the spot.  It's nice to go somewhere and get a wine list by the glass where you can choose a wine you enjoy but of course you want to know the freakin vineyard.  Not here.  By the glass, the list just has varietals - shiraz, cab, etc.  They change their list a lot but so do many places.  The food - below average.  Tried the stew that they said was great and famous.  Bland.  The sliders were like eating a salt lick, too salty.  The servers are nice but they tend to ramble on and give you a 15 minute dissertation on the menu and why you shouldn't look at the last page because it's not available yet but they want you to know it's there.  Finally, a few people mentioned the sucky chairs.  Boy, they weren't kidding.  They have many stools at tables with no back.  Customers should be comfortable, this is not.  The seats with backs have as much padding as a 2X4.  Bottomline, uncomfortable.

You want better options, here you go.  The living room in Chandler, my wine cellar in Ahwatukee, postino in Arcadia, 5th and wine in Old Towne, kazimierz in Old Towne, and terroir wine pub in N Scottsdale.  Been to all of them and all significantly better.    Tons more on Yelp.

Postino is supposedly opening where grainbelt used to be across from Joe's BBQ in downtown Gilbert so when that's there a local joint should be available.",2,"The reviewer had multiple negative experiences with the restaurant, including a limited and uninformative wine list, below-average food, uncomfortable seating, and long-winded servers. They specifically mention enjoying other wine-focused restaurants in the area that surpass this one.",True
2,"After reading many decent reviews and seeing how close the restaurant was to home, I decided to give it a try.

The young lady at the counter was impatient and had no interpersonal skills. The food was just not good; this place is 'Chinese take-out' at best.",1,Poor experience due to impolite staff and subpar food quality.,True
2,"I have never written a review, but the food at Havana Cafe was so underwhelming (and not in the least bit good) that I feel compelled to share. 
I ordered the Pollo Ajillo which, in reality, was a pile of salt with a side of chicken and rice. I opted for Arroz con Gandules instead of white rice as it has been years since I have had this tasty Puerto Rican side. The whole thing was almost inedible... I came home and actually brushed my teeth immediately, it was so bad!  My husband had the Pollo Cubano, which was equally underwhelming and nothing that we could not make at home ourselves.  The restaurant gets an extra star for the wonderful Cafe Cubano and the extremely attentive wait staff .  I had high hopes for this place but the next time I have a craving for Cuban food, I will be heading to Sabor Cubano.",1,"The reviewer had a poor experience with multiple dishes, describing them as 'underwhelming' and 'inedible'. The service was a redeeming quality, but it wasn't enough to save the meal. They explicitly mention that the restaurant fell short of their expectations and that they would not return.",True
2,"The kids and I LOVE Starbucks but this one leaves a lot to be desired.. We have been here a hand full of time and each time I keep asking myself why do I go back to this one? 

The service there is almost rude. They seem as if they are annoyed to be busy. They never seem to be happy to service you. Drinks take forever to make, even though they aren't as busy as other ones are. We won't even go into the fact that my order has been messed up the last 2 times.

The main issue I have is the fact that 3 out of 5 times when sitting and relaxing with a snack, someone has to sweep the floor near me. Really? While I am sitting there?

There are much better Starbucks and I think I am going to try some others locally.


12/06 - The kids and I went in today for our ""snack"" wanted to say things were better today. I am not going to change my rating until after my next visit ;)",2,"Poor service experience, with staff seeming annoyed and drinks taking a long time to prepare, as well as issues with orders and cleanliness while trying to relax in the store.",True
2,"The service was slow, the server knew nothing of the wines on the menu and knew nothing of proper wine service.  Boo.",1,"Poor service and lack of knowledge from the server, along with slow service, indicate a very poor experience.",True
2,"Food was decent, not too sure how this place is getting such rave reviews though...

Probably the most expensive Mexican place of it's style. $25 for a burro, two tostadas, and two mini-tacos. Seriously?! Also, no free refills or chips/salsa.

Are we going back? No.",2,"The reviewer seemed unimpressed with the prices and amenities, indicating a mediocre experience.",True
2,"Maybe it was an off night - it happens to the best of us.  I've hung out at AZ88 before several times, but on the night I plan to review the place they were so off.  AZ88 Buffalo CK Sandwich -- I'll eat one or two buffalo CK wing, but to make it a sandwich, I can't recommend.  Too much sauce! Also, make sure you chew fast because after a while the buns begin to go soggy - umm mushy bread with CK cover in buffalo sauce.... (Toast the CK it'll dry some of sauce and give a crispier texture)  Service was off too!  I had 1 beer and 2 waters -- that's all.  If you know me I like a few bottles and at least a jug of water with my meal :) - I know I can't get enough H2O!  I understand the place is popping, but after being seated, there was almost no direction for the wait staff.  Ambience is always cool and love the layout and the feel of the place.  Better luck next time! - Enjoy!",2,"The reviewer was unhappy with the service and food quality, specifically mentioning a soggy bun and too much sauce on the Buffalo CK Sandwich.",True
2,"Made the mistake of coming here on opening day.  Not a good idea for someone with anxiety issues.  They had a bunch of really good deals, but I fear it is probably going to be the same as going to Walmart.  And I HATE going to walmart.",2,"The reviewer was unhappy with their initial experience during opening day, which likely exacerbated their anxiety issues. They also expressed concerns about the shopping experience being similar to Walmart's, implying a negative perception of the store's appeal and uniqueness.",True
3,"When I'm on vacation, I try to go to restaurants I try to avoid chains because what's the point?  I want to eat local eats.  As I walked in, I realized I've been to the one in Long Beach, CA though the menu was completely different. Or perhaps it was the late night menu but it was decidely more ""Southwestern.""  Ah well, it had been several years and it was quite late at night so it didn't matter at this point.

I ordered the green pork tostada which the waiter assured me was very small and the hot wings. The tostada was huge. What a liar (yes, I called him that to his face). 

I ate a couple of bites and finished the wings. I would have the tostada cold and congeal-y in the morning before flying out. Surprisingly, the flavors were locked in this way and acceptable as a 5-minute scarf fest. 

Oh, and my vodka tonic was very good.  Not bad and I kind of dug our picnic style bench high top table.",3,The reviewer mentions ,True
3,The best thing was the dessert. Shrimp was alright. Nothing to write home about. Wesabi chicken was lacking.,2,"Mixed experience with some positive (dessert) and negative (other dishes) notes, skewing towards a mediocre review.",True
3,"We went on a Saturday night and the place was completely dead. There was only one other couple in the entire restaurant section. Very nice decor, but the food was mediocre at best. The only reason this place gets 3 stars is because the service was outstanding.",2,"The reviewer mentions that the place was 'completely dead' and the food was 'mediocre at best', but the service was 'outstanding'. This suggests a mediocre overall experience with some redeeming qualities, warranting a 2-star rating.",True
3,Patio seating is lovely!,5,"The reviewer used the phrase 'lovely', indicating a highly positive experience.",True
3,"Great place for dine-in and pick-up!

Ambience: Contemporary/ Casual

Food/Drink: American.  Good salads and desserts!",4,"The reviewer enjoyed their experience with positive comments on the dine-in and pick-up options, and mentioned good offerings on the menu, suggesting a high overall satisfaction.",True
3,"OH T.T. 

at first you were intimidating...all these crazy people fumbling out of your doors....the odd screaming coming from the patio. Not to mention your lack of elbow room that causes your patrons to drunkenly shoulder check each other all night...but now i've grown to accept you. I don't love you yet...i'm still seeing other people...but i feel that we may have a future. see you soon T.T. like in a couple hours....",2,"The reviewer found the bar intimidating and had initial reservations due to noise and crowds, but has started to appreciate it, indicating a neutral to slightly positive sentiment, thus 2 out of 5 stars.",True
3,"This is the place to go in Scottsdale for an Italian beef.  When I visit Chicago I usually go to Al's or Portillo's for Italian beef and having Al's here saves me the trip to the Windy City.

The decor here is nice with several motorcycles displayed throughout the restaurant for some reason.  It's neat and clean and plenty of helpful employees provide relatively quick service.

I ordered the regular Al's beef with sweet peppers.  I usually don't order my sandwiches ""wet"" because they come with plenty of juice already.  Good flavor and just the right size.  The fries were thick but a little greasy for my taste.

All in all, a good lunch and a place to keep in mind when I'm feeling like a taste of Chicago.",4,"Reviewer has a positive experience, mentioning good flavor, good service, and clean environment, with the only criticism being slightly greasy fries.",True
