actual,Orginal_text,predicted,explanation,is_valid_json
2,"Meh....decent Filibertos knockoff but the place feels like a major health hazard considering how new it is.

Just think Filibertos with less quality control and smaller portions.",2,"Customer felt the quality and portion sizes were subpar compared to a preferred alternative, suggestive of mediocre experience.",True
2,"This might be a good way to kill time if you're near the airport, the food really wasn't that great. It tasted cheap and like it had been sitting there for a very long time. I had the caldo 7 mares and it was lukewarm, wayyy too salty, and the shrimp were mushy. It was pretty gross. The carne asada tacos were mostly gristle, and I couldn't really taste my enchilidas with the thick blanket of sour cream over them. For $20, I could've gotten much better Mexican food somewhere else.",1,"Multiple food items were described as tasting bad, being overpriced, and having poor quality ingredients, indicating a extremely low rating.",True
2,"I wasn't feeling RnR at all!  We don't usually venture into Scottsdale for many reasons, but the siren song of a non-pretentious late night eatery was just calling to us.  Unfortunately, non-pretentious doesn't apply to the prices.  We came shortly after opening day, so I completely forgive the awful service, the place was packed.  I was irritated though when we were told they were only going to be serving sandwiches and burgers, nothing else, even though we were specifically told that this place would have breakfast all day.  Breakfast is what I wanted.  Oh well.  

We ordered the burger and got some mini corn dogs as an appetizer.  The mini corn dogs left a lot to be desired.  They were served with plain ol' ketchup and plain ol' yellow mustard.  Yuck.  The corn dogs were only okay.  The breading around them was way too bread like and it was just lacking in flavor.  The burger was enormous.  Unfortunately, what it lacked any flavor.  I guess what it lacked in flavor it was clearly making up for in size.  The bacon that came on it was equally huge, roughly 2 inches wide and at least 8 inches long... (that's what she said! Ohhhh!)  Anyway, I was obviously not impressed.  We might come back sometime, because their breakfast really does sound wonderful, but hopefully they've figured out how to efficiently serve a busy restaurant by then.",2,"The reviewer was disappointed with the prices, service, and food quality, particularly the mini corn dogs and burger, which lacked flavor. Although they were impressed by the size of the burger and bacon, it wasn't enough to redeem the overall experience.",True
2,"i think reviews for this place are based on happy hour experiences. the food was SHOCKINGLY hot and fast out the kitchen. methinks there's some heavy microwave usage going on. the interior of the restaurant is and dark and fancy, but the food is mediocre and overpriced.  in fact, the roaring fork became both a barometer and a joke for the remainder of our visit in scottsdale.

if you want an equally priced meal with amazing food, yelp something else closer to oldtown (might i suggest something from the Baratin/FnB empire)?",2,"Food was hot and fast, but mediocre and overpriced, with possible microwave usage, while the interior was described as dark and fancy.",True
2,"Over the last 5 years or so, I've eaten lunch at Dilly's Deli a couple dozen times. The location is excellent, as it is near my office, and the interior décor is clean, modest, and charming. The music seems to vary, but on today's trip, it appeared to be a mix of oldies and jazzy easy listening. While I've never had to wait for a table to clear, seating can be limited during lunch hours. The service is friendly and quick and the menu offerings plentiful and interesting. Vegetarians will find a handful of options here, though it is likely you can request to omit meat from any sandwich or salad. 

Carrying Boar's Head ingredients is a plus, however the way their sandwiches are assembled and the ratio of ingredients used simply doesn't work for me. Oftentimes, I find my sandwich has a bulge of deli meat in the center and much less (and sometimes none at all) toward the outer parts nearing the crust. It has been my experience that the wraps are not treated this way, though the only wrap I've tried (Mexi) lacked flavor and tasted processed. 

I've eaten one salad at Dilly's - the Greek - and, while it is tasty, I discovered a dead fly in it halfway through and haven't ordered a salad there since. 

As other reviewers have reported, the soups aren't as piping hot as I'd like, though the variety and additional ""daily soup"" is appreciated. 

The bread is deliciously soft, warm, flavorful, and large - ideal for accompanying a soup or salad. If you're accustomed to filling up on a sandwich made with normal-sized slices, I suggest ordering a half sandwich so you can sample a side of soup, salad, or dessert as well. All sandwiches are served with a pickle spear.

The cookies and brownies get 4 stars on their own.

Today I gave Dilly's another shot and ordered a new menu item, the Red Bird, on wheat. Personally, I'm not a fan. The Blazin' Buffalo, Dilly Bird, and Smokey Mountain boast far better flavor combinations, IMO. Also, my pickle spear had a hair on it.

Dilly's is a bit pricier than its nearby competition (All whole sandwiches are $6.99), though a reasonable price if shared.

Overall, this is a higher quality sandwich shop than Subway, Blimpie, and the like. Unfortunately, the fly and hair experiences combined with the bread/meat ratio issue guarantee I will not return.",3,"The reviewer praises Dilly's Deli's location, décor, service, and menu offerings, but criticizes the sandwich assembly, ratio of ingredients, and encountered a dead fly and hair on a food item, which led to a decision not to return.",True
2,"Hire a busboy! I had to say it. I had to take these pictures. This is my _third_ visit since my May update with the same result and I can't keep it to myself any longer. The staff neglects the dining room. Period. Dot. Patrons often have to move dirty plates, stacking them up on top of trays at another table, just to sit down.

My recommendation to the owners is to put up some garbage bins like all other self-busing fast-food places and make _us_ do it if you're not going to.

I have to wonder what happens to all those half-filled salsa squirt bottles left on the tables unrefrigerated for so long. Do they top off and return them to service, or are they emptied and washed before refilling?

It is my sincere hope that very soon I will be able to update this review again and say that things are back to normal. Until then, I have to advise driving a bit further south to Mi Patio, or north to Sylvia's La Canasta.",1,"The reviewer expresses extreme dissatisfaction with the dining room and staff's lack of cleanliness, neglect, and neglect to provide adequate garbage bins for customers. They advise potential customers to choose other nearby restaurants.",True
2,"OK, so I haven't been to a buffet in a long time.  When I reflect on the idea of buffets -- Sweet Tomatoes excluded, since lots of salad means lots of Good-For-You-ness, right?... --  I feel like I used up my lifetime maximum instances of buffet-eating in college, where the dining halls were all-you-can eat.  Anyway, this place just opened and is within walking distance of where I live, so my neighbors and I decided to check it out.  

Overall I wasn't very impressed with the food, even in comparison to other Chinese food buffets I've been to in the past.  In addition to a standard selection of Chinese buffet items (beef with broccoli, fried rice, sweet and sour chicken) they have sushi, pizza (for kids, I'm assuming), and a hibachi grill section where you can pick vegetables and meats and they'll stir fry it for you (included in the buffet price).  The hibachi stir fry I made up was OK, but the sauce added to it was too salty for me.  The sushi was bland and what you would expect from a grocery store.  They only had regular high-sodium soy sauce, as far as I could tell.  (I tried asking one of the wait staff for low-sodium soy sauce and there was a language barrier; he brought back another staff member to our table, who also didn't understand what I was asking.)  The egg roll I tried was really salty (even without sauce) and nothing to write home about.  Usually sweet & sour sauce can make even mediocre egg rolls worth eating, but the S&S sauce on the buffet was a downright-scary Kool-Aid-red color.  However, the fresh pineapple and melon was a nice touch, as were the 8 different ice cream flavors on the far end of the line.

I will say it was pretty cheap at $10 per adult, so if you're looking for a lot of food on a budget, it might be a decent option for you.  Personally though, I just think I am past the days of eating foods with scary salt levels, artificial colors, etc., so I won't plan on going back (though if I had to return for some reason, there are enough edible options so that I wouldn't starve).",2,"The reviewer was disappointed with the food, citing overly salty options, bland sushi, and questionably high-sodium sauces. However, they did mention a few redeeming qualities, such as the fresh fruit and affordable price, which suggests a mediocre experience overall.",True
2,"According to the reviews I have read for this spot, I must have ordered from them on an off day. Today for delivery, I ordered a cup of soup (something tomato based with potatoes and beef in it), 1/2 Vermonter sandwich, lemonade and a cookie. 

The soup was ok (bland, but ok), the sandwich was...well, kind of sad looking. A big dark green piece of wilted lettuce, barely any of the 'cranberry mayo' or whatever was supposed to be the mayo on there, the turkey and ham tasted great...there just wasn't very much of it, and they completely forgot my request for a side of mayo, mustard and a knife/fork on a triangle cut piece of wheat bread. I wasn't able to choose my chips, so ended up with some plain ones and my cookie was undercooked by about 10 minutes. The outer circle was baked, but the rest was cookie moosh. (Which is fine when you are in a cookie dough mood, but alas...I was not.) The lemonade was FANTASTIC though. I don't believe I'll be trying this one again unless I'm in a pinch, but I'm happy I tried them today instead of just jumping into a catering order with them. This may be the only time I have been mislead by previous Yelps. *sigh*",2,"The reviewer had a disappointing experience with most of their order, citing bland soup, a subpar sandwich, undercooked cookie, and mistakes with their request. However, they did enjoy the lemonade.",True
2,"Sorry, I am gonna get killed here... I am not that impressed.
I kept hearing about this place and it was so so at best. The food is sloppy and very expensive but has a decent taste
The place was also a little dirty looking..
Just a bunch of sandwiches and the pizza was a disaster, go there if you are into quirky places that charge a lot and are not the best.
The waitress seemed pre-occupied by what?? not us.",2,"The reviewer was not impressed, citing sloppy food, high prices, a dirty appearance, and poor execution of basic dishes like pizza. While they mention the taste is decent, the overall experience was marred by several shortcomings.",True
2,"I had high hopes for this restaurant, but to be honest, it let me down.  The wild mushroom and goat cheese salad was phenomenal.  From there it was downhill.  Great ambiance, though I think they are trying too hard to be a steakhouse.  

Most importantly though...  Given it is a seafood restaurant, they sure didn't know how to cook my fish.  It was fried and oily (and was not marketed that way on the menu!)  I wanted something light and left feeling like I ate a ton of bricks.  My friend's scallops - she said they were ""okay"" and not better than that.

Oh, and the prices are set as if it were a steakhouse too. (Note: if it were, which it's not.)

Mediocre at best.",2,"The reviewer was disappointed with their experience, highlighting overpriced meals, poor fish cooking, and an attempt to replicate a steakhouse ambiance in a seafood restaurant.",True
2,"First off nothing gourmet going on here at all. Its basically Subway with free delivery and they have to deliver it for free or there is no way in hell you would bother with the place. It's cheap, generic, flavorless food.",1,"Reviewer criticizes the food as 'cheap, generic, flavorless' and implies it's only a good option due to free delivery.",True
2,"Went there for lunch.  Split a chopped salad and a deviled eggs.

Large portions.  Salad was a bit heavy on sauce, but I liked it.  Deviled eggs had some truffle oil which made them pretty good.  

Burger was gigantic.  Ordered onion rings that were just not good at all... must be frozen pre-bought, which sucks.  Burger kind of tasted oily bland.  Tried to add mustard, and it wasn't terrible, but for an upscale burger at $12 expected just a bit better.  Companion had sweet potato fries which were much better.

Service even though the place was dead was very slow.  Not unfriendly, but they need to realize people that go for a mid-week lunch usually don't have 1.5-2 hours to eat.

All in all, it wasn't a terrible experience.  I really like the ambience... love the modern look of brick and blackened steel.  

But I'd probably be more interested in coming here for beers and drinks with a couple appetizers, than a sit-down meal.  For a meal, there are just much better central Phoenix locations.",2,"The reviewer mentions some positive aspects, such as large portions, decent appetizers, and a pleasant ambiance. However, they express disappointment with the quality of the burger, onion rings, and service, which detracted from their experience.",True
2,Scuzy waiter. Scuzy manager. Overall just a bad experience. The food was pretty awful too. I don't understand how this place is so successful! The food was either waaaay over-seasoned of severely under-seasoned. A hole in the wall Chinese restaurant can produce better Chinese food. And at cheaper prices. Search around. It'll be well worth it.,1,"Customer expressively negative experience due to poor food quality and service, and doubts its success considering subpar food.",True
2,"I have been here about 3 times, twice  for the weekend breakfast buffet and once for lunch. The food is similar to Denny's, so nothing special here. Everything here feels dingy and dirty, there was hair in one of the dishes in the buffet. Service is average, but employees are just as dirty looking as the restaurant..will not be coming here anymore.",1,"Multiple issues with cleanliness and service quality, including finding hair in a dish and employees appearing disheveled.",True
2,"I will still call it the Counter, because I'm the curmudgeonly type that is sometimes slow to accept change.  (Who is Chloe?  Fox Restaurants need not have changed the name just to eliminate the boutique...)

The food has always been tasty.  The split pea soup is absolutely amazing.  The hot turkey sandwich is delicious, the chopped salad is a spot-hitter.  I don't think the prices are too terribly high, after all, it's in Kierland, which isn't exactly a discount enclave.

The service.  Ah, the service.  First, let me spare the hard workers in my tirade.  The cooks, and those who actually are putting together food and cleaning, do a fabulous job.  The servers - or register-runners, have been incredibly disappointing.  They invoke this kind of back-story imagery:

""Mom!  My gas card didn't work, I almost didn't make it to Dana's party, I mean, can you imagine if I would have run out of gas, and had to talk to a commoner??  Wtf, Mom!""

""Shannon, your father and I decided that you need to pick up a part-time job, we will still pay for your BMW, your insurance, your condo, your cable, your birth control, your health insurance and your part-time college education, but we think it's time you worked about 8 hours a week.""

""OMG!  This is soooo ridiculous and unfair, Mom, wtf!""

And that is how Shannon (name made up) came to work at The Counter.  And that is why she sucks at service.  And that is why she doesn't appreciate how hard the rest of us work to purchase an $8- sandwich, and how a simple smile, some humor, and a ""thanks for coming in"", or ""how is everything tasting today"", could make such an enormous difference in someone's dining (albeit counter style) experience.  

Instead, after ordering the Chopped Salad and the Pea Soup from ""Shannon"", the cook brought me my soup, and I enjoyed it.  And I waited.  And waited.  There was no ticket, there was no chopped salad in the works.  (The prep area is fully visable.)  I graciously asked the cook if there was an order in for a chopped salad, and she said, ""oh no, I'm so sorry, let me make one on the fly for you!"".  She did, I ate, it was delicious, and I thanked her.  ""Shannon"" then presented me with my bill a full few minutes after I sat in front of an empty plate, I paid, and as she handed me my change she said, ""bye.""  I don't think I need to elaborate on that.  

So - to the Shannon's of the world - hurry up and get a rich boyfriend and become a trophy wife so the rest of us don't have to deal with your shitty service, bad attitude and hateful unsmiling demeanor.  And to the awesome cooks and service folks out there who manage at least a smile, bless you.  Bless you, every one.",3,"The reviewer had mixed feelings about the establishment, praising the tasty food, but criticizing the service, particularly from one server, 'Shannon', who was deemed disappointing and unprofessional.",True
2,"Successfully blending the idea of bar food and airline food into one very disappointing meal. A poor choice for breakfast due to mealy/watery eggs, cold potatoes and bland salsa. Even the grapefruit juice lacked flavor.",1,"Disappointing meal with issues including mealy/watery eggs, cold potatoes, bland salsa, and flavorless grapefruit juice.",True
2,i decided to give this place a second try i went to one of there stores right after they opened and was not impressed.finding good seafood in az is always a chalenge so i thought that f&e might be worth a try again but i was saddley mistaken on the shelf sat a few lonley packs of sea scallops and some  shrimp alot of hamburger and a few highly overpriced packs of lamb and a sh&^%t load of chicken. they seam to have alot of prepared food for people on the go or dont cook i think sprouts is a much better option,1,"The reviewer was unimpressed with their second visit, finding little fresh seafood and a wide selection of prepared and unappealing options, leading them to prefer a competing store, Sprouts.",True
2,"This is my first time using Groupon. It's one way to enjoy various cultural experiences without investing too much money just in case. Obviously the restaurant can well benefit from the exposure without costing them too much. It's $20 voucher that I've paid $10 ahead. The restaurant only got $5 I believe. And I did Yelp! extensively before hitting the BUY button.

I understand that it's hard to find authentic foods in USA. Everything is Americanized for one reason or the other. Most Americans I know (not those that I don't know) can't handle strange taste, texture, weirdness, repulsion, and various dislikes. And I know that it's hard to get the same fresh or processed ingredients and spices from home countries.

Those are my pet peeves alright. And there is one more before I get onto the review. Comparison can be deadly.

I have tried Latin American foods (including Yucatan, Oaxaca, Belizean). So my knowledge is nil on Venezuelan foods. But I do have taste buds and experiences from various food cultures.

Overall. It sucked. I was referring to the taste, variety, and uniqueness. It didn't worth my dime. My friend and I had the Media Bandeja (1/2 the regular portion) for $25. The big plates came with 2 big serving of steamed white rice, 2 small cups of black beans sprinkled with cheese, half an ordinary avacado, 2 fried eggs (Chinese style, I cooked that all the time), 2 plain arepas (round flat breads), one chorizo sausage, one blood sausage, 2 scopes of shredded beef, one small steak, few green plantains, and few sweet plantains.

The blood sausage tasted like burned tired. I had blood pudding much tastier and smoother and more colorful that that. I grew up with blood pudding. Yummy!!! That maybe the reason that I'm vicious now. Heed my warning, it's not good for cholesterol.

The steak had tasty flavor; it's ordinary though. I believe it's 5 oz shrunk to 3 oz. The shredded beef reminds me of sloppy Joe. It's OK for the taste. The sweet plantains are regular fried plantains as found in some Chinese buffets or regular dessert menu. It's good for the sweetness but nothing more than that in this restaurant.

If you give me a steam bun or silver thread roll (both are steamed rice dough), I can tell how much salt it contains, the chewing satisfaction, the freshness, and the steamed distinct aroma. And I can eat it plain. Arepas? What's that? It's an tasteless, odorless, chewy carb that didn't excite my taste buds a bit. Boring!!! Honestly, I had no clue how special it was supposed to be. It tasted better after I stuffed avocado and shredded beef inside.

The green plantains were like hard cardboard. Fried carb without taste, but it has a green tinted color.

My friend also ordered Tequenos (fried breaded cheese sticks)... really tiny for $1 each. Chinese egg rolls ($1 each) are twice as big and they are greaser and tastier. (I ain't a size queen).

The Empanada Ham Queso was so tiny with 2-bite size for $4. Come on... are you kidding me!!! Calzones are more complicated and much bigger with ham and cheese and more ingredients, for similar price. (Again, I ain't a size queen).

My point is that it's so ordinary that I couldn't see the cost value especially for Bandeja. I can serve up the same plates at home with minimal cost. I know the restaurant needs to earn money for cooking, serving, paying wages, and renting the space.

We were the only table that night. The wait service was ordinary... between a bus boy and minimalist. The ambient was plain... and not a place you expect to pay $40 for two (before Groupon).

So diners, I enjoy a chance to have a different cultural experience. You should give it a try. Due to a lack of familiarity, the foods tasted bland and boring. I don't feel like gaining any new knowledge except a few words on the foods. I feel like they were serving home cooked meals or peasant foods as ambrosia and they charged accordingly. That's my problem with this restaurant. And I have a totally different experience than the Yelpers here.",1,"The reviewer found the food to be 'sucked' with unappetizing taste, variety, and uniqueness, citing bland and boring dishes, overpriced portions, and a lack of authenticity.",True
2,"The food leans toward the SouthWest and is located near Old Scottsdale.  The place has a couple of patios as well as couches/easy chairs for seating.  Large curved bar with televisions.  Tons of tequila.The place tends to be busy because of its location, however the food is nothing special - burgers, wraps, tacos, etc.  Prices are steep considering what you get.  Service can be spotty depending on time of day.",2,"Food quality is average, prices are considered steep, and service can be inconsistent, especially during peak hours",True
2,"Bizarre. My family of 5 came here for lunch one day, to see what all the hype is about - and boy did Hana fall FLAT! I personally had no expectations and Hana still missed them. 

Before seating us at a LARGE table (there's maybe 10 tables in this joint), this obviously inexperienced hostess first looked unsure of where she should seat us (the table for 2 or for 4?) She then proceeded to rearrange the table for 4, and moved ALL of the chairs around the table to add 1, instead of just adding it to the empty space on the end of the table.... odd.

And then our waitress.... was really abrupt and ungracious about things. My sister's accompanying salad was half covered in lettuce rust - and when she showed the waitress, all she said was ""so do you want it?"" Uhm, no thank you, I like my food fresh, not rotten, but thanks.

The sushi was pretty much the same thing covered in different sauces. Annnd they were pricey. it was kinda sorta really unbelievably ridiculous. RIDICULOUS, i tell you! Not worth it. No way. I'm quite sure that the ""crab"" was imitation. And the fish wasn't even that fresh. Granted, we're in the middle of a desert, but still. 

The one redeeming quality of this place? The ramen. Although there were about 10 noodles in it, the pork was perfectly cooked. And it would have been nice if the chef had been a little less stingy with the ramen noodles. 

Would I come back? Uhm.... only if I had no choice and was craving ramen. But for sushi? Save your money, go to Yen and get muuuuch better quality AND quantity.",1,"Multiple issues with service (inexperienced hostess, abrupt and ungracious waitress), food quality (lettuce with rust, questionable crab, fish not fresh), and value (overpriced sushi, low ramen noodle quantity).",True
2,"If Einstein Bros is the benchmark at 3 stars, then Bruegger's barely earns 2 stars.

Customer service is mediocre. Only one gal (who I've seen a few times) actually smiles, makes eye contact, and seems pleased to be working here. Everyone else acts inconvenienced that I am there.

If you order a simple bagel w/cream cheese, you will be O.K. They are not bad, but nothing special. If you order a bagel sandwich, be sure to bring a towel as they leak a lot and turn soggy after a few minutes.

Coffee is O.K., but nothing special. 

Store cleanliness? It could be better. The beverage counter (with the lids and coffee creamers etc.) is often messy and sticky. 

I noticed that there is a duplicate entry for this location, so I'm pasting this review on the other as well.",2,"Customer service is mediocre, bagels and coffee are just okay, and store cleanliness could be improved.",True
2,"The service was very slow. People at several tables were waiting, far to long for, drinks checks food. The table had no bread plate , no salt and pepper. No napkins.  We had to ask for everything. The busser did not seem to understand how to set a table. We ordered the beet salad, it had no flavor and huge -hard as a rock  beets, no cheese. Tiny orange wedges.  No good. 
I ordered, for a main dish the Covina, white fish. It was so salty I had to send it back. The waitress then informed me that I ordered it wrong! Last time I checked you made sure your food tasted good and wasn't toxic with salt. She informed me that it was served blackened, blackened does not mean coated in disgusting salt. My hubby ordered capellini. The shrimp were undercooked and not fresh. There was very little tomato sauce. It was bland greasy and void of any redeeming qualities. Again , like the beet salad, the veggies were not prepared correctly ......
huge lumps of tomatoes, , mix yourself?  How do you serve pasta with no sauce ? Overall I would say the chef is not talented. No one bothers to prep properly, no one is tasting the plates as they are so bad it is impossible to believe the menu is being checked and corrected. In the meantime to go back for a glass of wine and an appetizer may happen as there is some potential , just a glimmer ....and , in a few months, if enough people review, and finally .....if the owner is smart enough to stop this unfortunate cascade . The patio is pleasant, I hope someone cares enough.",1,"Multiple failures in service, food quality, and preparation, including long wait times, incorrect ordering, undercooked and inedible dishes, and lack of basic amenities such as napkins and salt and pepper.",True
2,"Came here one morning a couple of weeks ago.  Had about 50 minutes alloted before my Mayo clinic appointment, so I thought a short stack of banana-nut pancakes would get me in and out fast.  I thought wrong.  Staff was friendly enough, but it took at least 10 minutes for the server to finally take my order.  I asked for banana-nut pancakes, but instead of the pancake syrup (not pure maple), I wanted a side of the blueberry compote that usually comes w/ the blueberry pancakes.  Would this be OK?  Server said yes.  The short stack (2 cakes) arrived 15 minutes later, but instead of banana-nut pancakes, these were blueberries, delivered by another server.  My server came by to ask if I needed anything else, heard my complaint, and rushed back to the kitchen to correct it.  I was assured that it would only take 10 minutes to get a fresh batch out, but another 15 minutes went by before the correct order arrived.  Keep in mind, it's already been at least 40 minutes since I sat down.  I only had 10 minutes to spare- not enough to savor these delicious cakes.  The blueberry compote ended up containing corn syrup, the ingredient I was trying to avoid by not using the pancake syrup, but it's hard for me to resist blueberry compote, so if I must suffer...

I most likely will visit Chompie's again the next time I'm out and about and craving for pancakes, but only if I have 90 minutes or more to spare...",2,"Friendly staff, but extremely slow service and multiple ordering mistakes, including a significant ingredient substitution that compromised the customer's dietary preferences.",True
2,"I used to frequent the Buffalo Wild Wings on Litchfield and Bell and never had a bad experience.  Whether it was fight night on a Saturday evening or a lazy Tuesday dinner, I never was worried about the overall experience at that location.

This location, on the other hand, could take some hints from there now defunct location to the west.  I have been to this location 4 times with each visit hoping the previous one was a fluke.  I always would get their flagship item as well, wings.  I like the spicy garlic which I find as the best balance between flavor and heat.  Each time the chicken was either overcooked, under sauced, or both.  Why can't they do their staple item right each and every time?  Major disappointment, times 4.

I won't elaborate on the other shortcomings of this location because they are too many.  The bullet points are that the service is very lackadaisical with anything.  You sit down waiting longer for the service to take your order than it takes to get it out to you.  On multiple occasions a buddy of mine who I went with each time felt compelled to recite Reservoir Dogs lines when it came to drink refills.  They were few and far between.  Finally, I don't sit at the bar because I like to speak with the company I am in, but that was virtually impossible.  This wasn't just on event nights either.  The volume of the speakers didn't vary anytime, not even in the middle of the week during lunch.

I want a good Buffalo Wild Wings in my area badly.  I have to travel to get to this location and would happily if they delivered on what I was used to.  I guess I am off to find another of the few that are actually still open until I see this location pick up its game.",1,"Federalized multiple instances of undercooked chicken, lack of sauce, and poor service across 4 visits, with several employees failing to refill drinks and resolve service issues.",True
2,"I've been a CVS guy for about 15 years, spanning three cities across the country. Some branches are better than others, some regions are better than others - they're no better or worse than other national chains which also have some good branches and some bad branches. I picked them because they have a great ""rewards program"" and because they have heavy presences in places where I travel often.

So this is a bad branch. There's a couple decent check-out kids, but in general their employees are among the worst trained I've ever seen, in terms of providing polite, timely, friendly customer service. They avoid your eyes when they see you looking for something in an aisle, lest you bother them with a question. They never EVER greet you with a smile and a ""good morning"" or a ""did you find everything you need?"" while you check out. They have inconsistent policies about whether or not coupons can be scanned from iPhone or paper copies needed (the manager basically called me a liar when I said checkout people have scanned my iPhone coupons many times in the past).

I guess if you sell very profitable liquor and meds, you make money no matter how bad your attitude is. It's not like Walgreens and Rite Aid are setting the world on fire with their customer service either....

If you don't travel a lot like I do, pick a nice local independent pharmacist...",1,"The writer expresses extreme dissatisfaction with the CVS branch, citing poorly trained employees who are unfriendly, unhelpful, and inconsistent in their policies, including handling coupons.",True
3,"I went out here tonight with a couple of clients.  I had heard some good things about it, and they were from back East, so I thought to myself, ""why not?""  I must admit I was not that impressed with it all.

We came here for dinner.  Started out with some apps, and ordered the Monster Platter.  Complete with ""sliders"" on it that rivaled a Jumbo Jack for shear size, this could easily feed a family of four for a week.  Thank God there were 10 of us.  Most everyone ordered steak for dinner, and most were impressed.  I, on the other hand, was not that impressed.  All I could taste on my steak was butter, not meat.  I almost had to reach for the A1 Sauce, a cardinal sin in my mind with steak, just to make it edible.

Since we all had a round of golf in the morning, none of us opted for the giant 3-liter beer option they had.  But the booze selection, including wine, was quite impressive.  Service all around was very attentive.  And for those of you that love your barely-18 and barely-100lbs servers that Scottsdale is serving up on a daily basis, this is a great place for you.

There were a few people in our group that opted for the bull ride, a nice little touch that gave this place that little something extra to set it apart from the other Old Town places.  All things considered, I don't think I'd head back here.  I can get a better steak at a Chili's-type place, and the atmosphere (comprised mainly of your younger Scottsdale-types) didn't really do all that much for me.

A couple other things of note:  their happy hour only goes until 6:30 (boo!!) but they do have a daily brunch that, strictly reading off the menu, did not look half bad.  I may have to check that out some day.",2,"Several aspects of the experience were disappointing, including the overpowered steak flavor, comparison to a Chili's-type place for steaks, and narrow happy hour window.Only the impressive booze selection and attentive service slightly offset the negatives, but not enough to justify a higher rating.",True
3,"Wanted Thai food near Chandler tonight but realized few are open on Sundays. Here's how the morning's research played out:

1. Great reviews for Thai Rama on Yelp but no hours of operation. Strike one.
2. Look for hours on restaurant's web site. Strike two. 
3. Call restaurant. No voicemail greeting after 34 rings. Strike three looking.
4. Discover Facebook page, which despite having just 85 fans does include hours of operation, as well as some nice feedback from patrons.
5. Will try Thai Rama tonight with unfairly high expectations. Hope the food is worth all the effort it took to get the most basic information.",1,"Multiple strikes against the restaurant's services and accessibility, including unavailability of hours, no voicemail, and making the customer jump through hoops to find the information.",True
3,"Decent bar food with all the servers dressed in Alice Cooper attire.  
I am being open-minded and starting this thing off with 5 stars.  

Minus one star for being a bit overpriced on the appetizer end.  I ordered onion rings at $8 per order.  Seriously, are 15 onion rings worth $8? 

Minus one star for not having any parking.  You have to park a couple of blocks away in the ghetto area to find a spot.  You will have 2-3 beggars asking you for change to and from your car.  There was a dude who wanted to wash my windows for money.  

Minus half a star for putting the gratuity on the bill and charging for it.  I hate that crap.  

Plus half a star for the waitresses who are dressed heavy metal-like wearing mid-riffs with the tramp stamp.  I always wanted to date chicks like that, but was ummm...to busy with umm....other chicks chasing me down.  Yeah, yeah, yeah, and I just umm...you know, didnt have time for them at that point in my life.  

I better stop my review now.",2,"The reviewer initially gives 5 stars but deducts a total of 2 stars due to overpriced appetizers, lack of parking, and automatic gratuity, with a small gain of 0.5 stars for the unique waitressing attire.",True
3,"Pretty good, not remarkable in any particular way.  Last minute decision to pop up to the bar for dinner last night.   Love that they have Dos Equis Amber on draft (most places only have lager).  Chips & guac were a little diappointing....  tasted like the bottom of a bag of store-bought chips... but the guac itself not too shabby.   Salsas were unique and I did enjoy their flavor.  Had the carne asada plate which comes with rice, beans, and a really delicious authentic thin tortilla.  The beef had good seasoning and flavor, but a little dry and chewy.  Fish tacos were fine, but again nothing remarkable.  Dark atmosphere, nice bartenders.  Good pinots by the glass.",3,"Decent dinner experience with some highs (authentic tortilla, unique salsas) and lows (chips and guac, dry and chewy beef) with good service and atmosphere.",True
3,"It's the kinda place where you're certain the employees don't spit in your food.

Best Taco Bell I've been to.",5,"The reviewer explicitly mentions that they have a high level of trust in the cleanliness and quality of the food, which is reflected in their final statement about it being a ""Best Taco Bell"" experience",True
3,"Was craving something different tried this place recommended by a friend. Was impressed with the lasagna. 30 min wait well worth it. 

Service was ok food pretty good",4,"Impressed with the lasagna, which suggests high quality, and found it worth the 30-minute wait, but mixed opinions on service and food being 'pretty good' rather than excellent.",True
3,"Some friends came in so a group of 6 of us went here.  Cool little place with good atmosphere, basic and cozy.  Wines by the glass were good.  The bread was a bit stale but still pretty decent.  We ordered a variety of things.  The antipasto plate was good with several typical items.  My tomato sausage pizza was good, not great.  Needs some spice and flavor.  The halibut over sundried tomato basil risotto with aspargus was very good but the halibut was a little over cooked.  Otherwise, most everybody liked the food.  One person ordered a dish and asked for a little spice but it was way too spicy and they basically couldn't eat it.  Her husband ate it the next day because he could handle the spice but seriously it was way too spicy for most people.  Not a bad place, would probably go back but won't drive out of the way as the location is a little out there.",3,"The reviewer mentions that the atmosphere is good, the wines are nice, and the food is 'good' or 'very good' for most dishes, but also notes some flaws such as stale bread, an unbalanced pizza, and an overly spicy dish, indicating an average quality experience.",True
3,"Jason B. and I decided to try this place on Saturday night. I looked at the menu online and though the food sounded really interesting.

We started with the Artichoke Croquettes, and the Calamari as well. We were disappointed in the Artichoke Croquettes, you get 4 half Artichokes fried with alternating Marinara and this white sauce. The only thing that was good about this dish was the white sauce, which we used to dip the Calamari in. The Calamari was your average calamari, nothing special! 

I ordered a the 19th Street Burger, which was cooked perfectly and came with a spicy sauce, not sure if the sauce was for the Onion Rings, but it was great of the Burger.

Not sure I will be rushing back to the Armadillo Grill, but I wouldn't say no to going back again!",3,"Mixed experience with some disappointing dishes, but also some positives such as the white sauce and the spicy sauce with the burger, indicating a mediocre overall quality.",True
