actual,Orginal_text,predicted,explanation,is_valid_json
2,"Love the charm of the place. I only wish they had a burger that did not taste as if it were boiled. And yes, I tried this place a couple times wanting to like it.",2,Mixed feelings due to a lackluster burger that didn't meet expectations despite repeat visits,True
2,"First time experience. Tried turkey burger from the skinyalicous menu. Burger was ok but greasy. They served me a salad that has gone bad.  You donot serve a salad with rotting vegetables. Also Shepard pie we ordered had extra ingredients such as zuccini, so they should have warned us about not being a proper Shepard pie.  Gordon Ramsay would have been mad. 
Service was good. Only saving grace.",2,"Mixed experience with a greasy burger and a salad with rotting vegetables, but saved by good service.",True
2,"Margaritas were good, tacos were fair (small), guacamole was wonderful. after ten it gets really loud here. They need to have tequila flights.",3,"The reviewer was overall satisfied with the food (margaritas, guacamole), but had issues with the portion size of the tacos and the noise level, which prevented them from giving a higher rating.",True
2,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is low quality.  slow service.  sterile decor.,1,"The reviewer experienced several issues with their visit, including overpriced menu, small portions, low quality meat, slow service, and unappealing decor, leading to a 1-star rating.",True
2,"Its was just OK!
Liked the fresh jalapenos option, fries hardly had seasoning, was a bit pricey, but filling.  Free peanuts, but wasn't sure if it was ok to throw on the floor. They use the same color scheme as In N Out which I thought was humerous.  I'll still give it another try in a few months.",3,"Liked some aspects, but was disappointed with fries and felt it was pricey. Overall, mixed experience, but willing to give it another try.",True
2,"I feel sad to write this...but Vincent needs to improve things or his place will be only a past memory.  I'm ok with that based on the dinner I had there recently.
The restaurant was packed...but with people who had Groupons...I only wish I had because my dinner would not have been 177.00.  Too much for a weak and sad plate of out of date food.
We had the Foi Gras, small portion and so/so:(...Duck chimichangas they were decent. The wild boar was a tiny serving...we were fine with that because it was tough and difficult to chew.  It was accompanied with a hospital style vegetable medly of green beans with carrot shreds and minute white rice.  We also had trout..it was covered in a heavy white sauce (French) and had the same veg medly and white rice...seriously like the hospital food...or a big banquet service.  It was edible...but not great...We each had a glass of wine.  No dessert for us...it was hot in there and the arches and decor reminded me of a taco bell.  I wouldn't even go back if it was a free meal:(",2,"The reviewer was disappointed with the quality of the food, finding it overpriced and of poor quality, with some dishes being ""weak and sad"" and others being ""tough and difficult to chew"". While they noted that the service was busy due to Groupon customers, they were not impressed with their experience.",True
2,"Traveled for work and we have a corporate agreement with them. I arrived at the hotel and was informed that they did not have my King bed available, I never get how you reserve a room and then they are out. I asked if I could get an upgrade, which they obliged and put me on the executive business floor. The floor smelled of cigarette smoke. The hotel needs some repairs overall, which they said they were going to remodel. Room was clean, some dirt behind the bed, yes I look everywhere and the little closet was in very rough shape. What I was really upset about is that these hotels and our agreement is supposed to have a Sleep Number bed. It's even advertised. Nope, not in the executive floor rooms. Makes sense right? My mattress was worn and not comfortable at all, prob the worst night sleep ever. Was not rested for the big meeting the next day. IAsk for the Sleep number!",2,"The reviewer was mostly unhappy with their stay, citing uncomfortable bed, cigarette smoke smell, and overall need for repairs. They did appreciate an upgrade to the executive business floor, but it was not compensated for by the lack of a Sleep Number bed as advertised and agreed upon in their corporate agreement.",True
2,"This was just ok. I got the steakhouse salad, which came with four pieces of meat the size of quarters. I'm sorry, but that's no $13 salad. I had to send it back, because I asked for the meat to be cooked through and it was rare.

My dining partner said her pizza was tasteless.

It was very loud.

In all, it was too much money for what we got. We won't go back.",2,"The reviewer was dissatisfied with the portion size of the salad, the quality of the meat, and the taste of their dining partner's pizza. They also mentioned it was too loud and overpriced, leading to a decision not to return.",True
2,Store is never stocked. Always out of stock on items. The Walmart on Bell Road is much better. Always has what I need - all the time.,1,"Poor inventory management leads to frequent stockouts, making it less convenient for customers",True
2,"I needed an oil change reeeeaaaally badly (i know, but i have a honda and those things can run on gas fumes for 30 miles and oil resin for months) and had had an OK experience at the danny's family on HIghland (free wash with a oil change, who doesn't love that?)

But. I checked the Danny's site and saw no promotion of the wash and didn't want to drive out of my way for nothing. i checked yelp and this Jiffy Lube had the best rating i could expect for an oil change place and was up the road from work. Downloaded the coupon (thanks for the tip, Kym) and was on my way.

Pull in and i tell the guy i want the ""Signature"" change which includes window wash and floor vacuum, mentioning my $5 off coupon. He said that they were already running a special that was $13 off the $35 price so i said a-ok, cowboy. 

i wait for about 8-10 minutes in the small waiting room (bonus for having a Phoenix Magazine in the stack of Muscle Car Monthly, Oil Today and Antennas Weekly - look, just because i'm getting routine maintenance on my car does not mean i'm INTO cars).

I get pulled into the garage area for the ""spiel"" everybody dreads but it was surprisingly short and non-pushy. (i'm glad they don't drag you over to your engine anymore, that's totally lame). i do have to note that he tried to tell me my right front blinker, my left back blinker and my license plate lights were out. i had JUST gone to Checker to replace my left front blinker light and went through some extensive light checking and so found this news odd. i kept saying as much, and he kept insisting and i was about to ask to see for myself when he calls out to another worker ""Hey, was that the honda with the lights or the jeep?"" the other guy says ""the jeep."" however, there was no other car in the place. hmmmmmmmm.

OK, so i pay up ($24 altogether with a tax or fee or something added in) and go back into the waiting area while they finish up. I decide to use the bathroom -- and this is where the they lost two stars (this was, up until then, quite possibly a four-star experience - wait, two stars for a bathroom, you ask? oh, you just wait...)

the bathroom was filthiest thing i have seen in my life, and i've been to some raunch truck stop pee holes. literally, piss, in the bowl... i get in closer and i shit you not (pun intended) four shit smears in the bowl as well (yeah, i counted). two rolls of TP hanging out on top of the dispenser, each with one square left on them. realizing i need to sterilize my hands from just walking into this mess, i discover no soap or paper towels (not very surprising). as well, hair clippings all over the sink, like the guys are trimming their moustaches on their break. un-freaking-believable. i am still haunted by this bathroom experience.

but car's running great!",3,"The reviewer had a generally positive experience with the oil change, but was shocked and appalled by the cleanliness of the bathroom, which dropped their rating from 4 to 2 stars (though they later clarified they would give it 3 stars in the end). The reviewer praises the short wait time, friendly staff, and reasonable price, but criticizes the sales pitch and the state of the bathroom.",True
2,"A friend and I stopped here today for lunch. I for some reason thought it was an odd choice, but he seems to go often and enjoys it. In fact the woman taking the order said to him, no drive through today? It would looks as though he is known in the whataburger world. 

The people working here are very friendly if not a little disconnected. I ordered a whataburger with cheese and onion rings and a small drink. I opted for the Hi-C. I do not like sloppy food and this burger would not have been if the bun had held up. But as it is onions lettuce and tomatoes are falling all over the place. The meat was dry and lacking an particular flavour. The onion rings were very generic and sort of soggy. I loved the Hi-C. 

You know you just never know if you will like something until you try it. I tired it and that is enough. Nice friendly folks though. I do like friendly.",2,"The reviewer had a mediocre experience with a dry and flavorful burger, soggy onion rings, but a fresh and loved drink. The friendly staff was a positive note, but the overall experience was marred by the burger's quality issues and some maintenance issues with the bun.",True
2,"I rather go to Native or Zipps... We have had bad expierence after bad expierence here. If you are craving wings, this isn't the spot for you.",1,"The reviewer had a series of negative experiences, indicating a high level of dissatisfaction with the restaurant. They specifically state that it's not the spot for wings, implying the food is subpar.",True
2,"I used to frequent the Lost Leaf almost daily starting the day they opened, unfortunately I cannot say the same anymore. I used to love the refrigerator full of beers, the music, and the cool little home, not to mention the biggest thing, the promise of a full bar. Now, everytime I go there it's full of douchebags, they are out of the beer I want, and the music has somehow become sucky. Perhaps the biggest kicker... there is still no full bar! The servers are surly kids, who have the audacity to tell you were you cannot stand, seemingly forgetting they work in the hospitality industry. If this were a city with a ton of good bars, that would never fly. But since they are one of the only games in the area, most people go back just out of convienence. The last time I was there, we coaxed a bum to dance to 1920's tunes that were being played out of the treehouse out front. That was about the only redeeming quality. And I swear if I see one more dude with girls jeans trying to look cool with a bomber of the worst beer imaginable I'm gonna snap.

Thanks for ruining what could have been an awesome hang out spot guys.",2,"The reviewer has become disillusioned with the establishment due to a decline in the quality of service, music, and beer selection. They also feel that the staff is unfriendly.",True
2,"The place has a nice little vibe going on and they have some unique items but the reason the rating is so low is that there really aren't a lot of options that don't involve faux meat.  Aren't these people vegan?  Don't they hate the idea of poor little animals being our food (even though that is the only reason they are alive)?  Then why so much FAKE MEAT?!  

I will never understand the meat envy vegans and vegetarians have.  I go to a place like this to get a dish that uses vegetables in more creative ways, not to get some overly processed soy products that aren't nearly as healthy as fresh lean meats like chicken and fish.  FYI, I love meat but every once in a while I like to grab a vegetarian dish.  

Another negative is nearly everything is fried.  Guess they bust the myth that people are vegan because it is healthier.  Frying things is the cheap way out of actually creating a healthy AND tasty meal.  

I'll give them a 2.5 star because what we chose was quite tasty.  But with nearly every option involving faux meat and tofu it really is a disappointment.  If you want legitimate vegan fare try out some indian places or Ethiopian places.  They are very creative and using spices to flavor a vegetable dish. The fake cheeses and meats are for Vegans with meat envy, not for Omnivores that just want a good meal.  Keep your expectations in check and you should be okay.",2,"The reviewer is unhappy with the overuse of processed soy products and frying in the restaurant's dishes, which they feel is not in line with traditional vegan cuisine. They praise the taste of their meal, but deduct stars due to the disappointing options.",True
2,"It was an OK gyro for almost twice as much as the other places I've been to. It had a ridiculous amount of mutton sausage (that's what ""gyro meat"" is, fwiw,) and was pretty tasty, but not as good as a $4 gyro at Ali Baba. The price you pay for location, I guess.

This would have gotten three stars, but then it gave me indigestion all day and I couldn't eat dinner, so it loses some for that.",3,"The reviewer thought it was an average restaurant, then deducted points for the disappointing after-effects of eating the food.",True
2,"When I heard about this company opening in the valley, I was pretty excited.  Something new!!!  But when I got to one of these stores, I was disappointed.

Imagine:  A smaller Whole Foods meets IKEA.  Sounds interesting doesn't it?  Unfortunately they do not execute it very well.  There was nothing there that I couldn't get at Trader Joes at a lower price.  There wasn't any thing new or even different.  Sure you can get your Tide, Crest toothpaste and some other name brands there, but the place seemed to lack a soul.

If you need just one thing, this would be a good place to run in and out.  But if your looking to do the bulk of your shopping here...why not just go to Safeway? Maybe that's the point, but what really shocked me is that the prices here were not any better than Fry's or Safeway.  Trader Joes at least has really cheap prices and you know 90% your getting high quality stuff.  Plus TJ's is different from your normal shopping experience....the marketing is fun and the stuff you get there you generally cannot get anywhere else.  I did not sense any of this with Fresh and Easy.  It seemed sterile.

If you like F&E....good for you!!!   I just don't see the value nor the selection.  The idea of this place is great.  They just don't get the American market.",2,"The reviewer was disappointed with the store's execution, prices, and uniqueness, feeling it doesn't offer anything new or special compared to other stores, unlike Trader Joe's.",True
2,"We came here on a Friday night. My husband ordered a dirty martini and it was so dirty, it came out looking like a glass of olive juice with some grenadine in it - it was actually red - WTH? It was the first time in his life he had sent something back. The waitress was cool about it though. She had to be, she has eyeballs too. We ordered the mozzarella and heirloom tomato appetizer. It was ok, nothing special. I have a pet peeve though - if you say heirloom, I expect heirloom and heirloom tomatoes, they were not. If they are not in season, that's fine, but tell people when they order. Then, we had the cannelloni special with sausage sauce. Again, nothing special. Here's the kicker - they charge for bread (not special bread, just plain ol' bread) and for parmesan cheese to put on top of your pasta!!! In fairness, they do give you one piece of bread with your pasta, but if you want any more, you are paying $3. Let's be serious - the name of the restaurant is Pasta Bar and you charge for grated cheese?? That's like going to a sushi restaurant and paying for soy sauce or a burger place and paying for ketchup. The cheese actually on the menu as a side. Are you kidding me? We're not talking special grated cheese. It looked like the stuff from a green shaker bottle. I wanted to add some salt to our appetizer, but there was none on the table. I didn't ask for any because I was afraid they'd charge for that too. I'm actually surprised they didn't have it on the menu as a side. We won't be going back.",1,"Multiple issues with food quality, embarrassing service mistakes, and unusual charges for basic restaurant items, contributing to a negative overall experience.",True
2,"At first I was happy to find a dry cleaning shop that was on my route to/from work and had good prices.  The whole pay in advance thing and only accepting cash or debit card (with a 50 cent charge for debit) was a litte inconvenient, but that was OK.  The first few batches of items I brought in came out great, but then the quality started to go downhill.  I finally gave up on this place when 3 separate batches of items I brought in came back wrinkled, like they were not pressed completely.  Even the simple items like pencil skirts looked like they hadn't been touched at all.  Huh?  A low price is not really a bargain if I have to iron everything again myself once I get home.  Thanks but no thanks!",2,"Mixed experience with good initial impressions and convenient location, but later batches showed a decline in quality, leading to a frustrating experience that outweighed the potential cost savings.",True
2,"I soooo wanted to love this place after reading the great reviews.  I must admit the decor is far better than the typical nail joint; I too don't understand the point of pictures of really long red nails holding $100 bills...super cheesy.  This place does not disappoint with decor; it is like visiting a spa as opposed to a nail salon.  Also, I live nearby so this location is really terrific for me.  Unfortunately, I have been twice now...really, really wanted to make it work...and it just doesn't.  The first time, I paid extra for all kinds of services like a hot stone massage for my feet and extra callous remover,etc.  I left spending $90. No big deal if the product is good.  However, I had to go home and clean up the polish left gooped around my cuticles, file the hard edges of my nails down to something that wouldn't injure my husband, and the massage was like being tickled and then rubbed with a rock....basically no massage at all.  Today, I just tried the manicure to see if a different person would be better.  The standard massage was better, however, the gel polish application was no good...again gooped around my cuticles, and each nail of mine is filed into a different shape.  I now have to redo the whole thing myself.  Perhaps it is because I have not requested a particular nail person?  Possibly...the reviews I am reading that are 5 star seem to reference a particular person.  Maybe I will try one more time and request Kevin who seems to get good reviews.  If so, I will post again...hopefully with a better rating next time.  Right now this place is truly not worth more than two stars and those stars are only for good location, reasonable prices, and nice atmosphere.  I'd give zero stars for quality of manicure (gel polish) and pedicure.",2,"The reviewer was disappointed with the quality of the manicure and pedicure services, but was pleased with the atmosphere, prices, and location, resulting in a moderate 2-star rating.",True
2,"I was so excited to find this place, less than a minute down the street from home! Because I'm not a big panda express fan, but I love Chinese food. Sadly, I was disappointed. 

The orange chicken was very stringy and tasteless. The sweet and sour sauce was runny and mostly sour. The wontons were the only decent thing we ate there. 

If you want good, cheap chinese avoid this place and try Li's Bowl on 35th ave.",2,"Disappointing experience with stringy and tasteless orange chicken and runny sweet and sour sauce, while the wontons were decent.",True
2,"It's unfortunate their menu only has 4 sandwiches on it. The food was good, albeit leaves a lot to wish for. It came on a plate with a couple olives and nothing else. I would expect more for the $9-11 price tag. 

They market themselves as a sandwich shop but I just don't buy it.  More so, it was a hipster hangout where it seems people go to look cool.  Granted, the few items the did have were quite good, but I just expected a nice turkey sandwich, but that wasn't happening.  

The service was on the verge of incompetent but the owner did swing by with a loaf of bread.  Too bad we had to ask for oil at the counter to dip it in (our waitress was absent).  

Their water was unpalatable and they didn't have a lemon, lime, orange or anything wedge to make it slightly less offensive.  My friends that live in Phoenix told me though, this is just the way it is there.   

All in all, I certainly won't be rushing back but there is plenty of room for positive improvements.",2,"The reviewer had high expectations but found the menu limited, the price not justifiable, and the service lacking. The few good items on the menu were overshadowed by poor service and unpalatable water.",True
2,"the promise of homemade turkey and roast beef drew me in, much to my dismay it's shredded. As Ramsey would say 'like a dog's dinner!'. I got the bobby with roast beef, so i could taste both. The bread was good, the stuffing was cold. The meat was chokingly dry. Dry dry. Sawdust tasting. I'm sure the other non shredded meats are great on that bread, this might as well had just been the stuffing and cranberries on the bread. Plus, the manager was bragging about how he just stands around and does nothing but micro manage. Donkeys! Lol. Make that guy clean the bathrooms!",1,"Shredded meat, dry meat, cold stuffing, and poor management skills led to a disappointing experience.",True
2,"The ""Protein Pancakes"" are always a treat, but the ""California Eggs Benedict"" was just awful today.  The biggest disappointment were the hash browns though.  They tasted like shredded cardboard.  I am tired of going to a restaurant 20 to 30 times and getting such inconsistent results.

Shame on you US Egg!",2,"The customer had a mixed experience with some dishes being good, but others particularly the hash browns being very poor, indicating a low rating likely due to severe inconsistency and not meeting expectations.",True
2,"Five Guys is great for those days when you want to spend $12 on a glorified fast-food hamburger. The meat comes in a wafer-thin patty, and doesn't really taste like anything, just like at Wendy's. The bun tastes mass-produced. 

I also don't especially care for their fries, although this is a matter of taste more than anything. I'm not generally one for mushy, thick, ""natural"" fries of the sort served here. 

I can't help but wonder if people rate this place purely on the quantity of food that you get. The normal size for the burger is a double-patty, and the fries come overflowing from a 12 oz. drink cup. 

I would rank the burger places around mill as:
1) Smashburger, for their delicious Arizona burger, and the awesome smash fries
2) Chuckbox, for delicious char-grilled meat that actually tastes like meat
3) In-n-out, for great-tasting meat and some of my favorite fries
4) Five Guys,
5) Fatburger, seriously why the fuck does anyone eat at Fatburger?",2,"The reviewer found the quality of the food to be subpar, with the meat tasting like nothing, the bun tasting mass-produced, and the fries being mushy. They also ranked Five Guys lower than other burger places, indicating a negative overall experience.",True
2,"I could not find a place to park my Honda Civic and enjoy the trails.  After about 60 minutes of looking.  I gave up.  Need more options to get there, and where to park the car so that the trail can actually be enjoyed.  I will save my time and go elsewhere.

Suggestion:  Should consider developing an offsite parking area, and providing a shuttle to the entrance (perhaps for a small fee)...and let it be known where to find the shuttle.",2,"Poor parking options and lack of convenient access to the trail resulted in a frustrating experience, which docked 3 stars. A suggested solution to address this issue could have improved the situation.",True
2,"5 star view...
everything else is average...
bar is small, food is ok, drinks are blah",3,"Average overall experience with some notable letdowns, such as a small bar and unimpressive drinks, weighing down the mediocre food.",True
2,"Wow, servers were a bunch of stuck up b's in corset's... that's original. Didn't eat, but wanted to check out the crowd on a Friday night.  Bleh... typical NoSco crowd of gym jockeys in Affliction shirts two sizes too small... late 40's women with enough botox to look early 40's and a few lost 20 somethings stretching to pay $12 for a drink.  The cover band made it an easy decision to bail and salvage the night at Eddy V's with some great oysters and live jazz from actual musicians.",1,"The reviewer was disappointed with the customer service (servers) and the crowd, which they found to be unappealing and trying too hard. They mentioned several specifically negative observations.",True
2,"Was dragged back here for the first time in a few years. It still sucks. On a Friday night, it's like 5:1 dude to girl ratio. 

Mill Cue Club is probably fine during the day if you actually want to shoot pool. But if you want to see America's future losers, stop in here after sundown.",1,"The reviewer had a poor experience, describing the location as still ""sucks"" and observing a skewed gender ratio on weekend nights, implying it may be a unsavory environment.",True
2,"Ok... lets review this Walgreen. They sell drugs, and cigarettes. All they need to add is sex and rock 'n roll and they would have it all!  :)

I never really understood how a ""drug store"" (aka a place that one would think is interested in your well being) (they even have a health clinic in this particular location) could sell so much stuff that is really bad for you. 
 
Time to get off my soap box. 

I am not a overly big Walgreen's fan. I hate that they do not do the $4 generic prescriptions like many other large pharmacies do. 

There also ALWAYS seems to be a long line at this particular location when picking up medication. Nothing like standing in line in front of the ""health clinic' full of sick people waiting to be seen by a ""health care provider"" (aka nurse), waiting to pick up my 3 month supply of Viagra... and a six pack of Walgreen's Brand Beer for $1.99. What can I say... I am a cheap drunk!",2,"The reviewer is unhappy with Walgreen's business practices, particularly their decision to sell cigarettes and express disapproval towards not offering $4 generic prescriptions. They also mention a negative experience with long lines at the location's health clinic, using sarcasm and humor to drive their point.",True
2,"I'm giving this place 2 stars because it just doesn't have it.  
First off, the energy in this place is lacking.....the food isn't anything to write home about and seriously, I could of made better in my own kitchen.  The SPINACH CON QUESO DIP was ok, but the chips that came with it were stale and the CHICKEN AVOCADO SANDWICH was dry and came out like a burger not a sandwich......The Skinny Margarita's are horrible and lack tequila and the bartender doesn't know how to make a good martini to save his life!
As for the staff?  Well our first waitress was a little too friendly and just about sat in my husbands lap....oh, I know that a little flirting comes with the job and is what you do to get a better tip, but come on honey, how did you know that I was not paying for that dinner?  If I was, the only tip you would of gotten would of been a 'back off a little on the whole, I have daddy issues in flirting'!  I have to admit though, once we changed seats after our dinner and went into the lounge area of the Bungalow, our waitress knew exactly what she was doing when it came to her job and her flirting was exceptional.....she knew how to work it while still being a classy lady, and I respect that! 
As for the clientele of this place, it's a younger crowd full of loud drunk guys at the bar watching the football game.  What you expect in a sports bar.....Outside the crowds quieter and more tolerable.
All in all, I won't be back and I won't be recommending this place to any of my family or friends!",2,"The reviewer was disappointed with the food quality, service, and overall experience. They felt the energy was lacking, the food was not impressive, and the staff's behavior was inconsistent. Although they appreciated the waitress in the lounge area, it wasn't enough to make up for their overall negative experience.",True
2,"The only thing I like about Fez are the pomegranate margaritas. 
Food could be better...",2,"The reviewer found some redeeming qualities in the drinks, but was unimpressed with the food, indicating a mediocre experience overall.",True
2,"Over the last 5 years or so, I've eaten lunch at Dilly's Deli a couple dozen times. The location is excellent, as it is near my office, and the interior décor is clean, modest, and charming. The music seems to vary, but on today's trip, it appeared to be a mix of oldies and jazzy easy listening. While I've never had to wait for a table to clear, seating can be limited during lunch hours. The service is friendly and quick and the menu offerings plentiful and interesting. Vegetarians will find a handful of options here, though it is likely you can request to omit meat from any sandwich or salad. 

Carrying Boar's Head ingredients is a plus, however the way their sandwiches are assembled and the ratio of ingredients used simply doesn't work for me. Oftentimes, I find my sandwich has a bulge of deli meat in the center and much less (and sometimes none at all) toward the outer parts nearing the crust. It has been my experience that the wraps are not treated this way, though the only wrap I've tried (Mexi) lacked flavor and tasted processed. 

I've eaten one salad at Dilly's - the Greek - and, while it is tasty, I discovered a dead fly in it halfway through and haven't ordered a salad there since. 

As other reviewers have reported, the soups aren't as piping hot as I'd like, though the variety and additional ""daily soup"" is appreciated. 

The bread is deliciously soft, warm, flavorful, and large - ideal for accompanying a soup or salad. If you're accustomed to filling up on a sandwich made with normal-sized slices, I suggest ordering a half sandwich so you can sample a side of soup, salad, or dessert as well. All sandwiches are served with a pickle spear.

The cookies and brownies get 4 stars on their own.

Today I gave Dilly's another shot and ordered a new menu item, the Red Bird, on wheat. Personally, I'm not a fan. The Blazin' Buffalo, Dilly Bird, and Smokey Mountain boast far better flavor combinations, IMO. Also, my pickle spear had a hair on it.

Dilly's is a bit pricier than its nearby competition (All whole sandwiches are $6.99), though a reasonable price if shared.

Overall, this is a higher quality sandwich shop than Subway, Blimpie, and the like. Unfortunately, the fly and hair experiences combined with the bread/meat ratio issue guarantee I will not return.",2,"The reviewer has several issues with Dilly's Deli, including a bread/meat ratio problem, discovery of a dead fly in a salad, and presence of a hair in their pickle spear. While they enjoy the cookies and brownies, these drawbacks outweigh their positives leading to a decision not to return.",True
2,"I wasn't feeling RnR at all!  We don't usually venture into Scottsdale for many reasons, but the siren song of a non-pretentious late night eatery was just calling to us.  Unfortunately, non-pretentious doesn't apply to the prices.  We came shortly after opening day, so I completely forgive the awful service, the place was packed.  I was irritated though when we were told they were only going to be serving sandwiches and burgers, nothing else, even though we were specifically told that this place would have breakfast all day.  Breakfast is what I wanted.  Oh well.  

We ordered the burger and got some mini corn dogs as an appetizer.  The mini corn dogs left a lot to be desired.  They were served with plain ol' ketchup and plain ol' yellow mustard.  Yuck.  The corn dogs were only okay.  The breading around them was way too bread like and it was just lacking in flavor.  The burger was enormous.  Unfortunately, what it lacked any flavor.  I guess what it lacked in flavor it was clearly making up for in size.  The bacon that came on it was equally huge, roughly 2 inches wide and at least 8 inches long... (that's what she said! Ohhhh!)  Anyway, I was obviously not impressed.  We might come back sometime, because their breakfast really does sound wonderful, but hopefully they've figured out how to efficiently serve a busy restaurant by then.",2,"The reviewer was disappointed with the experiene due to poor service, limited menu, and lackluster food quality, but had been drawn in by the promise of a late-night eatery and was looking forward to breakfast, which they want to try again in the future if service improves.",True
2,"I've had Five Guys before while in Pennsylvania and thought it was good. Not any better or worse then In-Out or Fatburger. Tried this location the other night though and was disappointed. Lettuce was slimey,buns soggy and the doneness of the patties, inconsistent.  I'm not completely writing them off but will be in no huge rush to return.",2,"Disappointed with lettuce quality, bun freshness, and inconsistent patty doneness at this location, but not completely eliminating the option for another try.",True
2,"uuuuuugh. What a sorry disappointment of a meal. The BF and I went here for dinner tonight and it was pretty not good. I got the pick two with the balsamic steak 'panini' and the chicken stew. The BF got a turkey 'panini.' Well....his 'panini' was barely toasted, let alone a panini. My sandwich was toasted but the steak was pretty gross....chewy and tasted like it came out of a bag. The tomatoes were mealy. The whole thing was sad. The chicken stew was decent, but had that plastic -y look to it. I always find that a little disturbing. It came with a biscuit that was really gross and didn't go with the stew at all. Both of our cookies were raw in the middle. Plus the meal cost 20$. Really?! 20$?!?! Are they kidding me? I could get a countless amount of better food for that money. Not awesome. Not even good. I won't be returning.",1,"The reviewer had a severely disappointing experience with multiple food issues, including undercooked and poorly made dishes, and high prices for the quality received.",True
2,"No offense to locals, because Glendale ""Glitters"" with ""Chocolate"" downtown, but this mall hastily developed around the silver Jiffy Popcorn pan  that is University of Phoenix Stadium (misnomer, it is for the professional football team, the Arizona Cardinals, named after the omnipresent UofP distance learning and professional college, ala National University) and the Jobing.com (local based employment dot com) Arena (home to the NHL Coyotes) is really just a North Snobsdale (aka Scottsdale, Snotsdale, She'sGotTail) Kierland Commons Wannabee Mall!

It is 4 stories high, shaped like a football and stadium, with huge billboards facing into the 2 water fountains, its only redeeming value.

It is populated with typical Scottsdale type restaurants....Big on decor, small on taste, with chain restaurants peddling Chef/Designer highly stacked fusion flavors masking average casual food for a larger tab per serving. 

Even the hords of young, large bossomed hostesses, bartenders and waitresses in black t-shirts are the attractions that were first ubiquitous in Scottsdale, then downtown Phoenix around the Diamondback Stadium, has now moved to the west side of the Valley! Margarittaville, Johnny Rockets, Fox Sports Grill, Kabuki Japanese...all formula chains for the average masses who think they are getting something special, but aren't. 

Meanwhile, the Superbowl early this year, the reason why this complex was completed (and for the new football Stadium) has come and gone, the housing boom has collapsed, and the westside house prices have dropped 30 - 40%. Consequently, within a couple of blocks, the luxury condos are being auctioned off, the Westgate Offices atop the stores are empty, and so are the new office buildings. 
The anchor Hotel the Renassaince, also a Westin of Kierland  poser, is nicely lit but largely empty. There is a conference center attached, so it might get some occupancy other than Football season weekends, but the Homewood Suites nearby has got to be a summer bargain hotel.

This is classic Valley gaudiness at its worst. And it is set conveniently off the Loop 101 at Glendale Road near the Agua Fria riverbed, but otherwise it is a vast open field of former farm land. Still, it is the only decent mall within miles, so it is a beacon for the young and bored westsiders looking for something besides their quiet bedroom communities of strip malls and convenience stores.",2,"The reviewer found the mall to be gaudy, overly commercial, and lacking in genuine charm, with too much focus on chain restaurants and superficial attractions.",True
2,"Spoke with the office manger she confronted me on the Yelp review. I told her the truth I shouldnt of been schdled to see the general dentist there when the Oral surgeon wouldnt be in until Oct! and they knew that befre I came in on 8-10, I should of been called befre 8-10 so I can switch offices before coming in and wasting everyones time. I hope they keep their end of the bargin since I was told 3x I will not be charged for x-rays that I dont get a bill and actually get chrged. Im happy she told me that she will take it to her higher ups to work out their issues with scheduling as it will probably help them. But my experience so far was a waste of mine time and I feel the only way they will change is if they get reviews that really work on it. The office wasnt busy when I went..whats keeping people out??",2,"The reviewer had a poor experience due to miscommunication and wasted time, but was pleased that the office manager took steps to address the issue and improve the scheduling process. The reviewer's suggested solution is for the office to receive more critical reviews to prompt change.",True
2,"As a pretty devoted Fry's shopper, I have to say this is one of my least favorite locations. Unfortunately, it's the closest one to me, so I end up there often. It's almost always crowded, the layout is less than intuitive, and I've gotten questionable produce on more than one occasion. The employees are friendly enough, but it's just no comparison to other locations.

By the looks of it outside, it seems like it would be pretty large, but once you get inside it's cramped and the selections seem limited. 

I suppose this is mostly things they can't change, but it's enough to make me drive a few miles out of my way to avoid it if I have the time.",2,"The reviewer has mixed feelings about this location, but cites issues with overcrowding, unintuitive layout, quality of produce, and limited selection as major drawbacks.",True
3,"For mall food this place is great. Love the pitas, rice, and yummy potatoes.",4,"The reviewer enjoys the variety of food options, specifically mentioning pitas, rice, and potatoes, suggesting a high level of satisfaction despite not mentioning anything exceptional.",True
